year,watershed,sample,distance,otoSr,SE1,SrV,SrVcol
2007,Deer Creek,DC07_07,186.678,0.705039,0.00011,0.91,7.75862069
2007,Deer Creek,DC07_07,224.113,0.704407,0.00011,0.92,8.620689655
2007,Deer Creek,DC07_07,252.377,0.703696,1.00E-04,0.92,8.620689655
2007,Deer Creek,DC07_07,284.624,0.703996,1.00E-04,1.11,25
2007,Deer Creek,DC07_07,310.827,0.704354,0.00011,0.91,7.75862069
2007,Deer Creek,DC07_07,376.074,0.704401,0.00011,1.07,21.55172414
2007,Deer Creek,DC07_07,439.508,0.704262,0.00012,0.97,12.93103448
2007,Deer Creek,DC07_07,493.427,0.703822,0.00011,0.95,11.20689655
2007,Deer Creek,DC07_07,560.033,0.703888,7.00E-05,0.93,9.482758621
2007,Deer Creek,DC07_07,618.483,0.704043,0.00013,0.95,11.20689655
2007,Deer Creek,DC07_07,623.051,0.704463,1.00E-04,0.82,0
2007,Deer Creek,DC07_07,678.292,0.704316,1.00E-04,0.91,7.75862069
2007,Deer Creek,DC07_07,734.024,0.70524,8.00E-05,1.16,29.31034483
2007,Deer Creek,DC07_07,739.171,0.705166,6.00E-05,1.17,30.17241379
2007,Deer Creek,DC07_07,780.693,0.708539,5.00E-05,1.85,88.79310345
2007,Deer Creek,DC07_07,813.574,0.708013,9.00E-05,1.82,86.20689655
2007,Deer Creek,DC07_07,843.674,0.708801,8.00E-05,1.83,87.06896552
2007,Deer Creek,DC07_07,890.797,0.70888,7.00E-05,1.93,95.68965517
2007,Deer Creek,DC07_07,947.435,0.709084,6.00E-05,1.98,100
2007,Deer Creek,DC07_07,991.385,0.709025,7.00E-05,1.8,84.48275862
2007,Deer Creek,DC07_07,1067.053,0.709237,7.00E-05,1.78,82.75862069
2007,Deer Creek,DC07_08,5.437,0.706215,0.00016,0.93,49.25373134
2007,Deer Creek,DC07_08,64.793,0.706359,0.00011,0.71,16.41791045
2007,Deer Creek,DC07_08,119.166,0.70608,0.00011,0.77,25.37313433
2007,Deer Creek,DC07_08,175.803,0.705112,8.00E-05,0.76,23.88059701
2007,Deer Creek,DC07_08,214.257,0.704663,0.00012,0.75,22.3880597
2007,Deer Creek,DC07_08,245.128,0.704111,0.00013,0.64,5.970149254
2007,Deer Creek,DC07_08,311.734,0.704328,9.00E-05,0.88,41.79104478
2007,Deer Creek,DC07_08,369.731,0.704357,0.00015,0.67,10.44776119
2007,Deer Creek,DC07_08,433.165,0.703972,1.00E-04,0.68,11.94029851
2007,Deer Creek,DC07_08,454.126,0.703915,0.00013,0.75,22.3880597
2007,Deer Creek,DC07_08,484.365,0.703306,0.00013,0.7,14.92537313
2007,Deer Creek,DC07_08,500.17,0.704229,0.00013,0.69,13.43283582
2007,Deer Creek,DC07_08,526.957,0.704186,0.00012,0.6,0
2007,Deer Creek,DC07_08,541.206,0.704076,7.00E-05,1.13,79.10447761
2007,Deer Creek,DC07_08,559.127,0.704178,0.00014,0.67,10.44776119
2007,Deer Creek,DC07_08,587.219,0.704237,0.00014,0.62,2.985074627
2007,Deer Creek,DC07_08,617.124,0.705229,0.00013,0.71,16.41791045
2007,Deer Creek,DC07_08,690.979,0.706157,0.00011,0.92,47.76119403
2007,Deer Creek,DC07_08,753.96,0.708695,7.00E-05,1.2,89.55223881
2007,Deer Creek,DC07_08,804.708,0.708881,8.00E-05,1.22,92.53731343
2007,Deer Creek,DC07_08,885.813,0.709125,9.00E-05,1.27,100
2007,Deer Creek,DC07_09,9.062,0.706236,0.00014,1.03,13.70967742
2007,Deer Creek,DC07_09,58.903,0.706514,0.00017,0.93,5.64516129
2007,Deer Creek,DC07_09,116.447,0.70649,1.00E-04,0.94,6.451612903
2007,Deer Creek,DC07_09,177.163,0.705477,9.00E-05,0.93,5.64516129
2007,Deer Creek,DC07_09,236.519,0.70469,0.00011,0.86,0
2007,Deer Creek,DC07_09,265.825,0.704587,0.00011,0.96,8.064516129
2007,Deer Creek,DC07_09,296.781,0.704113,0.00012,1.05,15.32258065
2007,Deer Creek,DC07_09,326.433,0.704562,1.00E-04,1.11,20.16129032
2007,Deer Creek,DC07_09,367.012,0.704554,1.00E-04,1.2,27.41935484
2007,Deer Creek,DC07_09,421.837,0.70458,9.00E-05,1.06,16.12903226
2007,Deer Creek,DC07_09,451.558,0.704359,1.00E-04,1.06,16.12903226
2007,Deer Creek,DC07_09,483.006,0.706047,6.00E-05,1.34,38.70967742
2007,Deer Creek,DC07_09,540.55,0.708507,6.00E-05,1.87,81.4516129
2007,Deer Creek,DC07_09,609.421,0.708873,8.00E-05,1.73,70.16129032
2007,Deer Creek,DC07_09,668.324,0.709134,7.00E-05,2.03,94.35483871
2007,Deer Creek,DC07_09,724.509,0.709164,6.00E-05,2.1,100
2007,Deer Creek,DC07_09,773.897,0.709152,7.00E-05,2.05,95.96774194
2007,Deer Creek,DC07_11,38.514,0.705386,1.00E-04,1.01,35.86956522
2007,Deer Creek,DC07_11,122.79,0.705765,0.00012,0.98,32.60869565
2007,Deer Creek,DC07_11,168.554,0.705291,0.00012,0.8,13.04347826
2007,Deer Creek,DC07_11,211.145,0.70502,7.00E-05,0.74,6.52173913
2007,Deer Creek,DC07_11,263.705,0.70535,9.00E-05,1.6,100
2007,Deer Creek,DC07_11,328.045,0.70517,6.00E-05,1.53,92.39130435
2007,Deer Creek,DC07_11,386.042,0.705726,0.00013,0.99,33.69565217
2007,Deer Creek,DC07_11,449.023,0.705144,0.00012,0.68,0
2007,Deer Creek,DC07_11,500.224,0.70708,0.00011,1.04,39.13043478
2007,Deer Creek,DC07_11,575.892,0.70877,1.00E-04,1.39,77.17391304
2007,Deer Creek,DC07_11,628.451,0.709166,0.00011,1.31,68.47826087
2007,Deer Creek,DC07_12,87.449,0.705831,0.00012,0.79,18.07228916
2007,Deer Creek,DC07_12,165.835,0.705429,0.00018,0.65,1.204819277
2007,Deer Creek,DC07_12,219.301,0.705248,0.00015,0.64,0
2007,Deer Creek,DC07_12,252.829,0.704643,0.00012,0.71,8.43373494
2007,Deer Creek,DC07_12,262.799,0.704392,0.00013,0.68,4.819277108
2007,Deer Creek,DC07_12,322.608,0.704496,0.00017,0.71,8.43373494
2007,Deer Creek,DC07_12,365.2,0.704266,0.00016,0.69,6.024096386
2007,Deer Creek,DC07_12,397.441,0.704989,0.00014,0.9,31.3253012
2007,Deer Creek,DC07_12,404.166,0.705278,0.00013,0.84,24.09638554
2007,Deer Creek,DC07_12,437.937,0.705931,2.00E-04,1.01,44.57831325
2007,Deer Creek,DC07_12,446.305,0.705738,1.00E-04,0.96,38.55421687
2007,Deer Creek,DC07_12,479.352,0.708425,1.00E-04,1.38,89.15662651
2007,Deer Creek,DC07_12,486.631,0.708087,6.00E-05,1.26,74.69879518
2007,Deer Creek,DC07_12,552.33,0.708875,7.00E-05,1.43,95.18072289
2007,Deer Creek,DC07_12,603.531,0.708814,8.00E-05,1.47,100
2007,Deer Creek,DC07_12,667.418,0.709159,7.00E-05,1.33,83.13253012
2007,Deer Creek,DC07_13,33.076,0.706216,0.00018,0.75,20.45454545
2007,Deer Creek,DC07_13,77.027,0.7061,0.00016,0.72,17.04545455
2007,Deer Creek,DC07_13,123.697,0.705724,0.00013,0.79,25
2007,Deer Creek,DC07_13,170.819,0.705434,1.00E-04,0.71,15.90909091
2007,Deer Creek,DC07_13,227.457,0.704242,0.00011,0.68,12.5
2007,Deer Creek,DC07_13,294.969,0.70378,9.00E-05,0.7,14.77272727
2007,Deer Creek,DC07_13,351.607,0.704176,0.00011,0.77,22.72727273
2007,Deer Creek,DC07_13,408.244,0.704246,0.00011,0.66,10.22727273
2007,Deer Creek,DC07_13,453.554,0.704033,0.00015,0.59,2.272727273
2007,Deer Creek,DC07_13,502.489,0.703906,0.00012,0.57,0
2007,Deer Creek,DC07_13,548.706,0.703842,0.00012,0.6,3.409090909
2007,Deer Creek,DC07_13,586.766,0.704277,0.00013,0.6,3.409090909
2007,Deer Creek,DC07_13,631.17,0.704022,0.00013,0.61,4.545454545
2007,Deer Creek,DC07_13,662.887,0.704487,0.00012,0.7,14.77272727
2007,Deer Creek,DC07_13,720.431,0.705013,0.00015,0.58,1.136363636
2007,Deer Creek,DC07_13,782.053,0.70757,0.00011,1.06,55.68181818
2007,Deer Creek,DC07_13,831.894,0.708784,8.00E-05,1.45,100
2007,Deer Creek,DC07_13,880.376,0.708961,4.00E-05,1.44,98.86363636
2007,Deer Creek,DC07_13,924.326,0.709052,9.00E-05,1.43,97.72727273
2007,Deer Creek,DC07_14,82.464,0.706298,0.00011,1.06,27.92792793
2007,Deer Creek,DC07_14,145.445,0.705882,7.00E-05,1.01,23.42342342
2007,Deer Creek,DC07_14,206.614,0.705179,9.00E-05,1.13,34.23423423
2007,Deer Creek,DC07_14,258.268,0.704228,0.00015,0.75,0
2007,Deer Creek,DC07_14,325.78,0.704446,0.00011,0.97,19.81981982
2007,Deer Creek,DC07_14,381.964,0.704169,0.00011,0.84,8.108108108
2007,Deer Creek,DC07_14,435.883,0.704272,0.00012,0.81,5.405405405
2007,Deer Creek,DC07_14,503.848,0.704411,1.00E-04,0.92,15.31531532
2007,Deer Creek,DC07_14,535.29,0.707541,8.00E-05,1.4,58.55855856
2007,Deer Creek,DC07_14,562.752,0.707356,4.00E-05,1.21,41.44144144
2007,Deer Creek,DC07_14,598.145,0.70898,9.00E-05,1.41,59.45945946
2007,Deer Creek,DC07_14,619.389,0.708798,5.00E-05,1.57,73.87387387
2007,Deer Creek,DC07_14,669.684,0.708892,1.00E-04,1.52,69.36936937
2007,Deer Creek,DC07_14,725.415,0.708866,6.00E-05,1.86,100
2007,Deer Creek,DC07_14,792.021,0.709075,9.00E-05,1.76,90.99099099
2007,Deer Creek,DC07_15,31.717,0.70646,9.00E-05,1.09,19.81981982
2007,Deer Creek,DC07_15,91.073,0.706079,0.00014,0.91,3.603603604
2007,Deer Creek,DC07_15,151.789,0.705727,0.00011,0.95,7.207207207
2007,Deer Creek,DC07_15,206.614,0.704862,8.00E-05,0.87,0
2007,Deer Creek,DC07_15,272.314,0.703991,8.00E-05,1.1,20.72072072
2007,Deer Creek,DC07_15,327.139,0.704348,7.00E-05,0.99,10.81081081
2007,Deer Creek,DC07_15,384.683,0.704028,1.00E-04,0.9,2.702702703
2007,Deer Creek,DC07_15,441.774,0.704014,9.00E-05,0.92,4.504504505
2007,Deer Creek,DC07_15,498.411,0.704169,9.00E-05,0.92,4.504504505
2007,Deer Creek,DC07_15,565.017,0.704245,9.00E-05,0.98,9.90990991
2007,Deer Creek,DC07_15,590.697,0.705627,0.00016,1.28,36.93693694
2007,Deer Creek,DC07_15,618.483,0.707463,0.00011,1.44,51.35135135
2007,Deer Creek,DC07_15,651.145,0.708843,6.00E-05,1.98,100
2007,Deer Creek,DC07_15,682.823,0.708965,6.00E-05,1.97,99.0990991
2007,Deer Creek,DC07_15,743.992,0.708942,5.00E-05,1.75,79.27927928
2007,Deer Creek,DC07_15,813.77,0.709059,7.00E-05,1.98,100
2007,Deer Creek,DC07_16,13.593,0.706089,1.00E-04,1.09,15.58441558
2007,Deer Creek,DC07_16,73.855,0.706144,1.00E-04,1.16,20.12987013
2007,Deer Creek,DC07_16,138.196,0.706205,0.00011,1.15,19.48051948
2007,Deer Creek,DC07_16,202.536,0.705616,0.00011,1.07,14.28571429
2007,Deer Creek,DC07_16,260.08,0.704869,0.00011,0.94,5.844155844
2007,Deer Creek,DC07_16,327.592,0.70428,9.00E-05,1.02,11.03896104
2007,Deer Creek,DC07_16,387.855,0.704295,9.00E-05,0.95,6.493506494
2007,Deer Creek,DC07_16,443.586,0.704257,9.00E-05,0.95,6.493506494
2007,Deer Creek,DC07_16,469.737,0.704631,0.00012,1.02,11.03896104
2007,Deer Creek,DC07_16,511.098,0.704973,0.00012,0.85,0
2007,Deer Creek,DC07_16,530.318,0.704914,1.00E-04,0.92,4.545454545
2007,Deer Creek,DC07_16,569.095,0.706704,0.00011,1.46,39.61038961
2007,Deer Creek,DC07_16,592.171,0.707984,6.00E-05,2.07,79.22077922
2007,Deer Creek,DC07_16,637.966,0.708921,7.00E-05,2.39,100
2007,Deer Creek,DC07_16,684.183,0.709008,8.00E-05,2.06,78.57142857
2007,Deer Creek,DC07_16,742.633,0.708938,6.00E-05,2.02,75.97402597
2007,Deer Creek,DC07_16,806.973,0.709251,9.00E-05,2.09,80.51948052
2007,Deer Creek,DC07_17,22.655,0.704447,0.00014,0.98,13.98601399
2007,Deer Creek,DC07_17,89.714,0.706011,9.00E-05,1.05,18.88111888
2007,Deer Creek,DC07_17,147.258,0.705885,0.00011,1.13,24.47552448
2007,Deer Creek,DC07_17,201.63,0.705157,1.00E-04,1.04,18.18181818
2007,Deer Creek,DC07_17,256.002,0.704458,1.00E-04,0.9,8.391608392
2007,Deer Creek,DC07_17,323.514,0.704171,1.00E-04,1.2,29.37062937
2007,Deer Creek,DC07_17,384.683,0.70433,8.00E-05,1.06,19.58041958
2007,Deer Creek,DC07_17,439.961,0.704214,0.00011,0.78,0
2007,Deer Creek,DC07_17,506.114,0.704477,0.00011,0.8,1.398601399
2007,Deer Creek,DC07_17,557.768,0.704229,0.00014,0.89,7.692307692
2007,Deer Creek,DC07_17,617.124,0.704129,1.00E-04,0.97,13.28671329
2007,Deer Creek,DC07_17,674.215,0.704156,0.00011,0.95,11.88811189
2007,Deer Creek,DC07_17,709.845,0.704169,0.00011,0.97,13.28671329
2007,Deer Creek,DC07_17,732.211,0.704906,1.00E-04,0.95,11.88811189
2007,Deer Creek,DC07_17,761.122,0.706079,0.00016,1.28,34.96503497
2007,Deer Creek,DC07_17,793.38,0.707388,0.00019,1.44,46.15384615
2007,Deer Creek,DC07_17,814.406,0.708513,0.00013,2.21,100
2007,Deer Creek,DC07_17,837.331,0.708597,9.00E-05,1.68,62.93706294
2007,Deer Creek,DC07_17,901.671,0.708851,7.00E-05,2.03,87.41258741
2007,Deer Creek,DC07_17,955.137,0.709129,7.00E-05,1.92,79.72027972
2008,Deer Creek,DC08_04,2.719,0.706153473,0.000102118,2.007950394,5.187463653
2008,Deer Creek,DC08_04,29.905,0.706978094,8.58E-05,2.040671606,6.422463589
2008,Deer Creek,DC08_04,58.45,0.706392498,8.42E-05,2.109021292,9.002192537
2008,Deer Creek,DC08_04,91.98,0.706263717,9.20E-05,1.870509012,0
2008,Deer Creek,DC08_04,131.852,0.705732896,9.55E-05,2.309467702,16.56766118
2008,Deer Creek,DC08_04,168.101,0.705091492,8.88E-05,2.655053443,29.61113793
2008,Deer Creek,DC08_04,208.427,0.704724392,8.02E-05,2.451567949,21.93096484
2008,Deer Creek,DC08_04,249.206,0.704086424,8.29E-05,2.766763123,33.82740742
2008,Deer Creek,DC08_04,290.438,0.704010585,5.99E-05,3.194394125,49.96752655
2008,Deer Creek,DC08_04,329.858,0.704104845,6.72E-05,3.124009479,47.31099191
2008,Deer Creek,DC08_04,365.653,0.703923298,8.16E-05,2.785140505,34.52102676
2008,Deer Creek,DC08_04,402.354,0.704001002,7.28E-05,2.923144358,39.72971981
2008,Deer Creek,DC08_04,442.68,0.70393599,8.23E-05,2.614759536,28.09032102
2008,Deer Creek,DC08_04,485.724,0.703917245,8.74E-05,2.529573916,24.87515175
2008,Deer Creek,DC08_04,523.785,0.703793265,8.36E-05,2.497645496,23.67007425
2008,Deer Creek,DC08_04,565.923,0.704031775,8.09E-05,2.565026323,26.21323545
2008,Deer Creek,DC08_04,607.609,0.704137146,9.83E-05,2.514924871,24.3222514
2008,Deer Creek,DC08_04,646.122,0.704080146,8.47E-05,2.74072864,32.84478535
2008,Deer Creek,DC08_04,683.277,0.705077376,0.000147298,3.477903658,60.66805486
2008,Deer Creek,DC08_04,721.79,0.708275961,7.61E-05,4.09587813,83.99232638
2008,Deer Creek,DC08_04,783.412,0.708779499,6.00E-05,4.2,87.9222084
2008,Deer Creek,DC08_04,820.566,0.708847882,6.00E-05,4.24,89.43193235
2008,Deer Creek,DC08_04,853.189,0.708953031,5.00E-05,4.06,82.63817457
2008,Deer Creek,DC08_04,894.875,0.709120231,6.00E-05,4.36,93.9611042
2008,Deer Creek,DC08_04,939.279,0.709168211,6.00E-05,4.52,100
2008,Deer Creek,DC08_05,15.859,0.705746276,0.000114035,2.044335138,0
2008,Deer Creek,DC08_05,38.967,0.706872747,7.73E-05,2.773093013,20.84377787
2008,Deer Creek,DC08_05,77.48,0.706340089,6.89E-05,2.485114415,12.60707521
2008,Deer Creek,DC08_05,113.728,0.705679726,7.07E-05,2.447528542,11.53205205
2008,Deer Creek,DC08_05,161.757,0.705269447,8.15E-05,2.20466326,4.585670873
2008,Deer Creek,DC08_05,201.177,0.705179891,8.28E-05,2.231545226,5.354543151
2008,Deer Creek,DC08_05,236.519,0.70456092,9.36E-05,2.16534637,3.46113754
2008,Deer Creek,DC08_05,278.204,0.704355091,7.89E-05,2.516521071,13.50536171
2008,Deer Creek,DC08_05,316.265,0.704209038,7.77E-05,2.48688524,12.65772397
2008,Deer Creek,DC08_05,349.794,0.704328611,7.46E-05,2.742281795,19.96252196
2008,Deer Creek,DC08_05,393.745,0.704914154,6.73E-05,2.312773263,7.677810203
2008,Deer Creek,DC08_05,431.805,0.705235723,7.15E-05,2.803996233,21.7276652
2008,Deer Creek,DC08_05,470.319,0.707672676,6.61E-05,4.146784836,60.13381945
2008,Deer Creek,DC08_05,508.38,0.708761366,5.99E-05,4.496806527,70.14506547
2008,Deer Creek,DC08_05,545.534,0.709002072,4.89E-05,4.350690877,65.9658967
2008,Deer Creek,DC08_05,588.578,0.709040582,5.16E-05,4.719823045,76.52373652
2008,Deer Creek,DC08_05,627.092,0.709185272,5.06E-05,5.540620119,100
2008,Deer Creek,DC08_05,669.684,0.709206783,4.89E-05,5.256296718,91.86784251
2008,Deer Creek,DC08_05,707.291,0.70921149,5.32E-05,4.892777669,81.47054792
2008,Deer Creek,DC08_05,756.226,0.709218131,5.23E-05,4.808426923,79.05796581
2008,Deer Creek,DC08_10,31.12,0.70652,8.00E-05,2.65,7.058823529
2008,Deer Creek,DC08_10,70.13,0.70622,7.00E-05,2.61,6.117647059
2008,Deer Creek,DC08_10,109.61,0.70614,8.00E-05,2.87,12.23529412
2008,Deer Creek,DC08_10,150.95,0.70583,7.00E-05,2.97,14.58823529
2008,Deer Creek,DC08_10,190.43,0.70551,7.00E-05,2.57,5.176470588
2008,Deer Creek,DC08_10,227.13,0.70475,8.00E-05,2.35,0
2008,Deer Creek,DC08_10,265.21,0.7042,8.00E-05,2.58,5.411764706
2008,Deer Creek,DC08_10,303.76,0.70419,9.00E-05,3.18,19.52941176
2008,Deer Creek,DC08_10,344.17,0.70412,7.00E-05,3.08,17.17647059
2008,Deer Creek,DC08_10,383.19,0.70413,8.00E-05,2.94,13.88235294
2008,Deer Creek,DC08_10,420.34,0.70502,6.00E-05,2.74,9.176470588
2008,Deer Creek,DC08_10,461.22,0.70538,8.00E-05,2.8,10.58823529
2008,Deer Creek,DC08_10,503.02,0.70803,6.00E-05,5.32,69.88235294
2008,Deer Creek,DC08_10,539.25,0.70862,5.00E-05,6.22,91.05882353
2008,Deer Creek,DC08_10,587.09,0.70888,5.00E-05,6.09,88
2008,Deer Creek,DC08_10,622.39,0.70898,5.00E-05,6.33,93.64705882
2008,Deer Creek,DC08_10,664.19,0.70902,4.00E-05,6.6,100
2008,Deer Creek,DC08_10,700.88,0.70902,5.00E-05,5.9,83.52941176
2008,Deer Creek,DC08_10,739.9,0.70904,5.00E-05,5.51,74.35294118
2008,Deer Creek,DC08_11,24.15,0.70652,8.00E-05,2.83,14.93670886
2008,Deer Creek,DC08_11,67.35,0.70647,6.00E-05,2.89,16.4556962
2008,Deer Creek,DC08_11,108.69,0.70607,8.00E-05,2.7,11.64556962
2008,Deer Creek,DC08_11,143.06,0.70582,8.00E-05,2.57,8.35443038
2008,Deer Creek,DC08_11,187.18,0.70512,7.00E-05,2.24,0
2008,Deer Creek,DC08_11,220.62,0.70443,8.00E-05,2.82,14.6835443
2008,Deer Creek,DC08_11,257.78,0.7043,6.00E-05,2.87,15.94936709
2008,Deer Creek,DC08_11,299.58,0.70434,7.00E-05,2.91,16.96202532
2008,Deer Creek,DC08_11,340.46,0.7044,7.00E-05,2.87,15.94936709
2008,Deer Creek,DC08_11,384.12,0.70435,6.00E-05,2.94,17.72151899
2008,Deer Creek,DC08_11,424.52,0.7048,8.00E-05,3.21,24.55696203
2008,Deer Creek,DC08_11,462.61,0.7061,9.00E-05,4.16,48.60759494
2008,Deer Creek,DC08_11,505.34,0.70816,7.00E-05,5.49,82.27848101
2008,Deer Creek,DC08_11,549.47,0.70872,5.00E-05,6.19,100
2008,Deer Creek,DC08_11,587.55,0.70891,5.00E-05,5.86,91.64556962
2008,Deer Creek,DC08_11,633.53,0.70898,4.00E-05,5.76,89.11392405
2008,Deer Creek,DC08_11,673.48,0.70919,6.00E-05,5.73,88.35443038
2008,Deer Creek,DC08_11,718.07,0.70915,5.00E-05,5.71,87.84810127
2008,Deer Creek,DC08_12,38.55,0.70547,0.00015,3.08,25.69659443
2008,Deer Creek,DC08_12,74.31,0.70579,0.00019,3.25,30.95975232
2008,Deer Creek,DC08_12,108.69,0.70463,8.00E-05,2.94,21.3622291
2008,Deer Creek,DC08_12,150.49,0.70483,9.00E-05,2.92,20.74303406
2008,Deer Creek,DC08_12,191.83,0.70479,8.00E-05,2.87,19.19504644
2008,Deer Creek,DC08_12,233.16,0.70422,7.00E-05,2.91,20.43343653
2008,Deer Creek,DC08_12,275.89,0.70409,8.00E-05,2.94,21.3622291
2008,Deer Creek,DC08_12,315.84,0.70407,7.00E-05,2.87,19.19504644
2008,Deer Creek,DC08_12,356.71,0.70404,7.00E-05,2.85,18.57585139
2008,Deer Creek,DC08_12,398.05,0.70404,7.00E-05,2.87,19.19504644
2008,Deer Creek,DC08_12,439.85,0.70412,7.00E-05,2.87,19.19504644
2008,Deer Creek,DC08_12,481.65,0.70419,8.00E-05,2.9,20.12383901
2008,Deer Creek,DC08_12,525.31,0.70406,8.00E-05,2.94,21.3622291
2008,Deer Creek,DC08_12,568.51,0.70424,7.00E-05,2.97,22.29102167
2008,Deer Creek,DC08_12,608.92,0.70452,8.00E-05,2.63,11.76470588
2008,Deer Creek,DC08_12,644.68,0.7051,9.00E-05,2.43,5.572755418
2008,Deer Creek,DC08_12,681.84,0.7058,0.00012,2.25,0
2008,Deer Creek,DC08_12,700.42,0.70651,0.00014,2.27,0.619195046
2008,Deer Creek,DC08_12,721.78,0.70676,0.00012,2.44,5.882352941
2008,Deer Creek,DC08_12,746.4,0.7078,1.00E-04,2.7,13.93188854
2008,Deer Creek,DC08_12,762.19,0.70783,9.00E-05,2.47,6.811145511
2008,Deer Creek,DC08_12,804.92,0.70806,9.00E-05,3.71,45.20123839
2008,Deer Creek,DC08_12,847.65,0.70876,7.00E-05,4.38,65.94427245
2008,Deer Creek,DC08_12,889.46,0.70888,7.00E-05,4.78,78.32817337
2008,Deer Creek,DC08_12,928.94,0.70897,6.00E-05,5.08,87.61609907
2008,Deer Creek,DC08_12,965.63,0.70907,6.00E-05,5.48,100
2008,Deer Creek,DC08_13,9.29,0.7063,8.00E-05,3.1,7.250755287
2008,Deer Creek,DC08_13,36.23,0.70661,6.00E-05,3.87,30.51359517
2008,Deer Creek,DC08_13,67.81,0.70606,6.00E-05,3.06,6.042296073
